age,annual_income,education_years,work_experience_years,credit_score,loan_amount,loan_duration_months,interest_rate,debt_to_income_ratio,monthly_expenses,savings_balance,investment_balance,number_of_dependents,employment_stability_years,housing_status_score,marital_status_score,health_risk_index,insurance_coverage_score,spending_score,online_activity_score,device_usage_hours,location_risk_index,previous_default_count,financial_literacy_score,loan_default
43,74957.19997593865,16,22,743.5929562653129,3156.432687071363,24,5.737306490983384,0.6162724710137897,3105.0583127339464,15250.401278378973,47408.6815155713,5,20,3,3,0.8592163815569018,2,89,35,6.436623504870973,0.658519546298531,0,59,0
25,58787.99306007518,10,39,664.9770969418927,9146.848869971236,60,3.5831022327401842,0.7306941884364127,2769.7274972628147,0.0,13922.668494699265,5,8,1,3,0.27541379418483813,4,12,16,7.325457516797964,0.06455414497709011,1,13,0
34,45386.26883473008,15,39,692.0991530577702,25236.334685106965,60,4.669810126611459,0.16623964791552304,2588.680013940706,28938.649739205495,19588.22931521258,0,15,3,2,0.13937160979079033,4,84,68,2.7096408584280183,0.6834649716094261,1,66,0
24,67775.73930750237,15,17,729.3617611477612,19484.822328485796,24,7.726806394909033,0.18952634932132711,3386.1926967737722,19516.63751092158,1200.8055165906735,2,12,3,2,0.5452168475082801,4,33,4,1.668970196407102,0.8198758547278973,1,100,0
58,51281.42858722916,13,27,654.6490857472263,15903.745628998337,36,7.971343993425312,0.7912793565351933,3376.475350826664,24415.242150062106,47761.82604569923,4,18,2,1,0.42933803161898054,5,62,5,7.658607910460708,0.8061275999953896,0,5,0
28,55206.314414399836,8,24,753.5621380443195,23735.06279133972,12,15.470143334085783,0.0941064057179451,2719.315943195463,20989.25038008661,32509.53290168193,0,0,3,3,0.0739787170016265,2,89,68,7.457214061817936,0.5816298105456971,0,3,0
51,54838.34139989469,16,24,750.6114918025498,30400.414113122322,60,4.088176612974838,0.7272414339955806,1659.5013909618078,25615.055896341124,0.0,2,22,5,2,0.8874009157056054,2,21,15,8.587295601033137,0.7975189949276422,0,69,0
45,77007.21188528358,14,17,759.8083124353022,32261.535218648798,60,4.187762854229138,0.6276389246581853,3508.3492877176004,25743.677355982036,14156.262921308731,3,27,2,3,0.49175516115099405,1,22,85,2.0693580439347885,0.23753907170506428,0,89,0
57,80589.69875322114,11,33,734.4961909702947,35198.78573522574,24,4.421143668646238,0.8294067451245801,2143.8970876804665,13823.398646782107,29580.743352415033,0,4,3,1,0.1254062208921748,5,9,89,3.1633600216989186,0.1279350494898135,0,30,0
22,90107.94316546468,14,22,667.9986264843249,19540.803014689744,60,4.492312001449854,0.8281006241642983,1835.1592942181105,14462.036026803815,25357.28743769423,2,0,3,3,0.12451374658624781,3,24,86,0.5082243181432882,0.47203134243341816,0,49,0
20,45051.47102775272,14,23,678.699168834679,12549.966448895348,12,17.930629880060952,0.35271920490585545,3072.9614165213293,23923.34415417095,0.0,3,19,1,3,0.1451585744534587,2,93,11,1.406934422190874,0.9477629114567515,1,21,0
42,73455.92417487167,14,11,617.2769967602176,64628.12360391147,60,15.902323616447108,0.5688992381241904,3577.5721096858124,13124.631458857517,24382.667801324693,4,25,4,2,0.21773955039053094,1,68,54,2.1796400327183822,0.34660224745297896,1,60,0
26,43556.52633149042,15,26,690.7683742249682,16374.959084410182,60,6.387794815931233,0.6168744191031796,3032.3010489745825,22757.96311820715,13783.690781894751,5,19,3,2,0.4250543842953065,5,87,23,1.996783992379197,0.15633061123941017,0,67,0
64,52737.00812299532,19,30,692.9334988172066,28413.728556161506,36,15.160646672367264,0.35295095464598686,1367.5876947182273,8049.874743376016,27402.47570325936,0,17,5,2,0.40304092394218927,3,15,74,1.126995293097669,0.23281565415932381,0,70,0
64,51235.50681120199,15,32,640.4491404965429,31005.50699106213,48,10.619359254297176,0.1689350335916034,2623.4049786249425,1876.70246169257,0.0,3,26,5,2,0.5497549275536394,2,54,87,5.351686201434217,0.9653132869297479,0,46,0
43,46649.10771311396,17,1,638.8879714860165,47709.36319608723,48,12.26156365662155,0.09006135890833247,2699.0494989571553,10563.122587974667,15922.212734340097,5,8,2,1,0.19348694746846085,2,83,47,8.148757250193878,0.6638769721432237,0,98,0
57,58741.390404584745,18,34,662.4356865058618,32392.761221561504,12,13.764106257792317,0.18638710274766385,2570.2229078731857,25517.090342645446,34715.60234854848,1,24,3,3,0.08596312297179265,1,16,60,5.132232655879079,0.7210204598205509,2,83,0
27,59890.03162849972,15,14,672.38196987519,16996.950453463498,36,11.408745765597399,0.657613457971768,1696.5742937777204,2411.797663570207,32265.773930861593,3,29,1,3,0.8300430927119823,4,43,89,10.322699788244801,0.37442378996073455,0,81,0
43,59371.84461243793,8,9,721.952949135039,10237.805866750823,24,3.734639827243861,0.16014768749253397,3158.2982787628753,17866.618605542484,22186.452772834964,5,25,5,2,0.3389699713775972,4,35,53,1.1046606888120871,0.41976261085001443,1,78,0
63,61581.34888961041,15,9,646.6027326590715,10429.613522263664,60,16.41336843764426,0.7100370288118211,3206.1528521995833,0.0,35435.45284298296,3,8,1,3,0.9558009656199156,1,100,36,9.07368321220208,0.15814200435049874,1,57,0
19,49902.20868520752,16,34,741.9161082966264,38337.16726454455,48,8.026443527841428,0.8765502621967437,1404.024248607414,4419.721027042438,49048.971950836465,3,9,1,2,0.19833722039606227,1,68,82,7.840245714277042,0.6875595664615266,2,26,0
63,66178.0227568673,10,5,694.6825794455129,45063.44283132785,12,9.981321300328347,0.21134088100372062,783.58500007925,23673.61146354604,23108.802546153183,4,26,5,2,0.6390914104294475,1,82,99,5.795281467449359,0.818950274835385,0,64,0
18,66305.82292330555,13,24,688.7164308449256,38276.391936091546,12,9.742396458121036,0.8083487057153793,3878.884214685193,3708.847033719263,5566.266127537308,1,9,2,1,0.07454178408951717,2,19,79,2.251061463870536,0.2477832354071946,0,6,0
60,64585.258394609205,12,27,595.657810732278,23700.65904970978,48,4.511172923249049,0.5381835829348056,2751.2254229570713,20755.32449706264,21311.204500028965,1,9,4,1,0.3158335169864259,4,56,80,4.883597154908753,0.48965643426124184,0,11,0
28,81393.91388476246,14,24,613.4152749335752,18018.32094229037,48,8.205857444058681,0.1580263134299317,1783.4503776076926,28320.883468234348,41546.53825442576,3,23,2,2,0.7658576859833893,2,64,71,2.501775741374102,0.5246919349473876,0,23,0
44,71420.92444496168,16,35,678.471298047094,25060.817800409302,48,7.818973590610501,0.2327033731569012,1460.1111163332364,21610.762248908723,21285.75394872343,4,5,3,2,0.028524954332495356,3,40,15,6.19669490447999,0.8294151657026859,0,52,0
37,80161.8893272038,19,24,673.6362420168907,29758.371551945314,12,5.781166553139194,0.413371528064803,4083.384314364125,11214.049898323472,21200.286561009794,5,24,3,2,0.5128930046690311,4,49,61,8.486470620034623,0.7406037359399765,1,38,0
37,75127.24835611804,18,10,663.3593199399699,15374.905531986125,60,8.659678168237742,0.8944994028282748,2838.1429355727137,19766.362508095008,31315.99382531269,0,27,4,3,0.7214462111240656,2,2,27,8.982961062581182,0.19188724769402654,0,48,0
41,42465.9435734719,13,36,678.36548816864,5640.88084078977,12,15.383309714562541,0.2569414515006361,3756.102445619811,13306.036272339952,14326.493592341594,3,19,2,3,0.42434325892057845,1,54,25,1.26841931468597,0.7185717683898075,0,48,0
40,43547.295168530196,12,25,727.6543910590955,33135.99802631931,36,11.951574856231144,0.19987438179381883,2506.618909009412,34938.29305900472,0.0,0,13,3,1,0.7291052396532486,5,1,80,6.893481983624554,0.34802869210743315,0,17,0
41,53685.60855835547,9,4,596.7602341445908,22534.80593961846,24,7.39940006466058,0.5791190950199272,3523.6242878218527,29204.232176355,19699.406609866604,2,17,1,1,0.8056242562984851,1,77,15,1.9122040216152905,0.24546758628025533,0,50,0
29,57852.1723947442,12,19,638.3009445153541,34212.522410554346,24,9.58207401985193,0.06663085091000194,1881.99560454434,14861.102108527697,29505.63383263594,1,23,4,2,0.44204082698343194,3,44,63,3.334640862178976,0.33147563957696047,0,96,0
24,40629.0766265874,16,35,665.8739489260934,41673.08719666077,60,7.33821707871962,0.685186142932466,2572.3588088873066,26882.49763755276,24938.77746538936,5,16,3,1,0.3282680126735529,2,69,61,4.890158014960165,0.07259385760531012,1,65,0
59,52017.93547158041,19,12,773.5656089056957,36073.86824580865,48,12.663747914172566,0.864458783944091,2279.8758080487296,20380.62274363608,34675.752486711965,5,1,2,1,0.03529237122639839,4,40,92,3.1547292079017493,0.9770313588069603,0,75,0
33,77998.41951623987,17,5,682.844155405109,19156.09810341047,60,16.757683782195606,0.167128790860271,3101.11363950574,5328.973958653727,11250.749958783183,1,10,4,3,0.6957091031831137,1,16,66,5.739721688603636,0.10149588447227398,0,15,0
41,51390.13809655017,18,2,673.5982666109471,16444.7940812178,60,14.011480763334017,0.45166672479422326,2407.2654961145395,19945.052171065712,8471.214822271397,5,15,4,2,0.6295943707020272,2,69,18,10.504981334192408,0.4281934154743404,0,62,0
51,56975.0181016769,10,8,734.7696974882326,51920.16645256177,24,9.424167754087872,0.6157805098789912,2808.7075628023226,8313.821745217549,45140.24606560338,2,10,2,1,0.34501704606007255,2,87,13,1.9030806075921112,0.04142536071672542,2,20,0
27,39800.96473480777,12,28,650.8151528778985,23350.51198437953,48,7.498054030247587,0.8371087503580343,3213.026855743405,40498.7804843978,0.0,4,28,5,2,0.03547245153990697,1,100,12,9.761560690075875,0.29327958556349165,1,87,0
27,67653.81818868178,13,29,652.4045486410383,33042.733803735464,36,17.777143364612563,0.25525449941985867,2320.0509407396344,29174.41781404153,2952.502890436801,0,16,4,1,0.26123021773539357,3,1,45,3.0572241950155465,0.6822315420933016,0,85,0
38,55859.806514592,19,21,675.9739406421585,27894.58692323544,36,16.335940787191912,0.06184761935732799,1745.3091517441926,32260.970067008086,39579.5471539257,2,22,5,2,0.48329715184513167,4,2,84,9.048557579158164,0.821078888458653,1,80,0
50,67349.18677765201,16,18,766.1984532422161,21779.8083043642,36,8.948391153539548,0.5065634694866915,3833.3450364614764,7000.359503156905,6207.393299294457,4,28,4,2,0.6091116076268825,2,51,1,0.8240683355931989,0.8537001209497529,0,92,0
22,49070.73583034026,14,25,626.9305218734887,40008.29415836878,36,14.064351565755333,0.893115610461358,2852.7965398795022,12869.120006773814,41122.83346926751,1,0,4,2,0.649948805886595,5,15,62,7.439038762515185,0.7491410652482451,0,66,0
38,61184.633840196635,19,13,611.2581669799029,29386.399601017394,12,12.327930691452373,0.550306779891543,1914.6609144800468,10580.900056540751,33417.44662915418,4,13,3,1,0.45107386141492833,1,26,9,9.152565053029113,0.5276205702547653,0,23,0
31,53739.71106977625,14,27,737.420129599084,32531.284132959096,36,5.854881026969258,0.7072045300493087,1612.3106206938166,30342.525332138102,2184.6907284299705,5,13,5,1,0.9910776143189359,2,79,19,11.151012468971073,0.9802196288806493,0,51,0
54,63339.99619644615,16,33,580.8390867007673,33042.8850829839,12,16.963313833331082,0.776526809404714,1844.3259521426705,0.0,9249.218433407386,0,12,5,3,0.7215848202095341,4,9,70,8.664688716276,0.4034021011794303,1,52,0
50,64858.70332326556,15,38,732.1160803065853,31342.96315893001,24,10.24505759370884,0.6630078144451155,3737.328249710513,24537.725265434037,23521.2509785145,5,1,4,3,0.7207730057866688,1,16,2,8.48372728450051,0.1349377831048335,0,51,0
31,55144.00492127566,8,8,719.4763227233011,22732.79652919551,48,12.854214610894703,0.7384023822167477,2168.173347803263,22735.40280941282,23387.714606466947,0,7,1,2,0.6505234688703548,2,46,39,2.4836959682911006,0.8045205370131707,0,90,0
35,85742.72305178578,19,19,750.9503477687371,21128.490893154612,24,11.551857318598008,0.6215247948072639,2307.5925998821776,10215.83406925084,18403.308149074324,0,4,4,3,0.9717259201327393,5,27,19,9.010824161760489,0.8282727983997361,0,50,0
61,58080.660890832056,15,8,621.9987094024393,25735.137153190604,24,14.948828974946137,0.6795899518159416,3291.983797267081,21978.928162598113,36615.5353080525,0,29,3,2,0.4466510744641421,3,72,92,2.287672506741183,0.10338329574371852,1,66,0
37,49322.25716952329,9,5,629.4848008445763,19629.016557393876,48,9.992444222782844,0.3029844958486827,4815.967848667317,13204.91137701525,29715.383384344044,0,15,4,3,0.9000654401388833,3,49,11,6.525902966629594,0.148614175807803,0,83,0
56,66974.15930509882,12,21,742.3068824952801,31701.72573063167,48,5.730682150513801,0.13185041382595702,2075.492145300204,21041.96363500435,15598.75192338967,2,0,2,1,0.9023802344558417,5,71,67,3.4132326680597695,0.7704178158947265,3,96,0
61,47780.37091319471,13,2,669.0236688368944,18449.337183547457,36,4.29875327608073,0.7374814036159709,4273.891100677517,12268.559733387885,31500.509474924147,0,14,4,2,0.061261131867860086,3,17,17,10.68585074666057,0.5055135303973394,0,46,0
57,73373.02513539381,14,15,678.809078848121,9557.56349921406,12,8.70804488135337,0.7309278954198377,1693.0117829488545,15385.211257054234,18992.306965380943,1,11,4,1,0.7847273255799212,3,40,70,10.59827478170723,0.20367657130196026,0,73,0
27,55755.29522337294,15,18,782.9190036842093,23229.010867186753,12,10.023626201032414,0.730105521361871,3856.784504730419,20122.60431605425,0.0,0,20,5,1,0.856407337618613,4,59,57,0.965301467243598,0.5177306863987247,2,20,0
50,48313.819814418704,18,13,767.8143471869222,16478.622875612797,48,11.93555358480379,0.47243085548140684,2789.840224269654,22000.48078664031,37863.42760264252,1,14,3,2,0.7171534636944406,1,67,60,9.417918398608165,0.7054896458642115,0,68,0
33,61403.264332568986,19,13,611.5213508020328,29956.999622042906,24,11.67328976066195,0.7192036874529331,1406.109942988532,19822.8516312175,19818.88280066642,4,7,1,2,0.7772497287336753,4,15,45,8.692283519504429,0.08323134494849838,0,7,0
42,71865.7454733442,19,2,718.1882656899131,14550.722061254972,60,12.738210304011512,0.0711316724891734,1873.0374364745621,10546.069590561445,9419.722600016281,4,22,1,1,0.6651672332224853,2,44,79,11.172696540008472,0.36203090381206804,0,21,0
18,70522.12042338548,18,24,693.1309685332949,20015.93177761114,12,6.080237550726101,0.7704065083842586,2713.421792860234,0.0,198.33089320265208,0,8,4,2,0.896832153467445,5,96,74,11.829537330634636,0.5108853102989381,0,97,0
38,64529.47628742181,12,1,588.6270911854716,3329.2177067757875,48,10.182590255501571,0.2430585017452283,2317.0475690312987,1917.8725951449196,0.0,3,22,2,1,0.4300481455632813,2,59,31,9.761640033596741,0.1189333535906385,0,90,0
35,85288.28821239508,14,5,676.1596521968077,23453.74168479539,36,10.561231396942848,0.5664806406162748,1546.5321025311046,12961.170193268548,50745.18502389462,4,2,4,2,0.19184790723233558,2,89,65,10.968792946812373,0.44235491806296545,1,62,0
47,56774.16366583698,10,22,671.2833002967337,41703.61126340853,48,3.2483630170345603,0.6143427176571753,3085.1548482802827,30540.0003346331,16458.750742125038,4,10,4,1,0.015639907331276293,3,42,54,0.7309585956039278,0.1588168550324962,0,44,0
61,56342.41228741745,17,19,658.2581816589543,34185.700189978495,48,4.688559983917673,0.2615926197665088,2180.662034157929,5197.615239699639,19357.813125887336,4,27,1,2,0.8410182510466833,5,98,85,5.469437656290804,0.7495864494231347,1,98,0
60,83010.24318257738,12,27,690.6816786062129,40481.902750889516,12,14.66059149104008,0.8796836161903177,3245.7024531352326,23887.475875066702,28768.095284365874,4,12,4,1,0.17609258269883754,5,54,95,1.4484523359809003,0.8128293327664295,0,26,0
50,51182.13332265274,16,23,666.7931611753812,23368.89912162278,48,16.80990925277757,0.28030598981269883,2110.4837402723924,15767.500452617005,18953.996083845574,1,3,3,1,0.3321618299357755,2,83,100,2.7918800381961857,0.3502759336782889,0,74,0
19,72276.10256322124,9,28,639.6640103304919,25490.7654470494,60,8.297309762336933,0.5087066862852904,1784.3644922533317,0.0,21041.185213140998,2,15,3,3,0.9979248926399927,1,47,2,0.9172859390555779,0.7597928763741195,1,83,0
26,72309.09818943022,15,25,745.9081619528031,42106.706499404434,60,7.816368726706713,0.22692682538454945,3300.185869561703,23696.02219213087,26573.324971667214,0,7,4,3,0.7480205797983162,2,69,85,8.513722123843086,0.5078389246700966,1,25,0
48,41451.05072732587,10,33,607.5049083384632,26775.613623692672,36,15.955212166845513,0.29624150806283056,3600.851465958757,13173.74537146119,30543.677297574628,1,22,2,1,0.3153678416392578,3,62,7,10.789127295141881,0.10035374200182201,0,27,0
64,69013.06560419149,17,23,751.4151087001578,4244.866138813017,36,15.039974896240299,0.23808289459714832,1595.2951442348024,19362.269481291147,31319.57859191352,4,6,4,1,0.7301507835467439,3,50,66,9.455103372091742,0.777929930528241,0,47,0
43,47562.979725128695,12,20,643.0040724050064,17402.542403455605,24,5.155113971387651,0.6263718404965217,2162.587776232982,16007.992109112767,32515.267816637934,0,15,2,2,0.6591400798405292,1,16,25,11.880569825686345,0.5397826144015896,0,75,0
29,59347.81689323146,13,25,691.0864581815661,25487.995703968347,12,12.742119545922293,0.2517464438870565,2887.637414528012,29652.68286552387,15123.824410400877,2,15,2,2,0.9881239032615456,5,64,8,1.2618956418703011,0.228937403001217,0,39,0
19,52874.55438659413,8,33,634.7595028943691,40087.79021124454,12,15.92291894948558,0.585563934592739,2425.7977942964276,4133.39563786066,22154.677547990985,0,7,4,1,0.577292895098049,2,15,7,11.37235205433938,0.9103001504069039,0,78,0
43,48761.211595222216,8,16,729.1885930451599,15683.179243384438,60,16.847915602463786,0.0682322393226858,768.558084674012,4794.142678247248,26226.87373839332,4,25,5,2,0.5581416618937342,5,58,41,3.9783653650037807,0.5752465590613858,0,90,0
58,48878.95505945592,11,33,743.6952505202539,25042.68705244949,60,5.582077999655992,0.8847559452284648,1297.4108567372273,19919.187138090267,22326.980839930773,0,7,5,3,0.8294192532290975,2,24,86,6.160738328450269,0.5022495109209034,2,51,0
24,51147.885364167974,14,5,679.1400261786617,17695.0184502,36,17.91936369376822,0.7906801624886973,2511.8000567873883,21308.423876194378,20702.753349675473,0,3,2,2,0.34957114856422056,5,46,31,11.319499005492162,0.1762159182389541,0,68,0
41,63949.1980946849,16,16,663.1985657581009,19466.210879401166,12,8.204195996662655,0.5983792413866494,1569.4132384040963,10791.67320569927,5880.551637832938,4,24,2,3,0.41388117430192073,5,71,62,5.230948497472219,0.6538491247697266,0,3,0
57,57349.88652617148,14,8,650.7331480682102,32794.16035883254,24,3.794692062967208,0.06808847210689795,2441.1731415138293,26467.3922508886,40938.84722854907,5,12,1,2,0.7140965838436298,1,82,85,3.499829615583842,0.14878670859027887,1,21,0
35,56884.02725842045,11,18,656.343790281335,13363.842460292888,60,7.912609158464116,0.07372198979629803,1937.7429435424294,41382.36582515514,31470.536735931077,5,20,3,3,0.31322779396367406,2,1,74,6.362756969912888,0.3801691554419333,0,62,0
18,80479.13724055619,18,0,564.407026555933,21654.576442030128,60,8.119972080474575,0.8216504478431313,1271.4300823490862,16061.051991899598,0.0,5,5,4,1,0.6533209416027831,5,84,67,3.2115201908178994,0.7111783888284029,0,25,0
47,57455.977244059985,11,17,715.0977061855725,15592.368828313794,60,17.82840238648129,0.694600757519101,815.2261251070129,10624.363133725434,6549.791799780014,0,13,5,3,0.18357172867760996,2,64,53,10.374434859235613,0.9671263877869903,0,23,0
18,37568.83874578859,18,27,648.0060777874404,20935.179157692673,12,4.959116796075689,0.09311642172694495,1701.0570871770974,21522.00862566983,27834.1080225204,1,5,2,2,0.9446153666670912,4,78,60,7.369343187600171,0.8750129891116101,0,29,0
22,78824.85884661508,8,17,660.5681658816245,22609.510012876704,12,10.607971688038553,0.5347176645765428,3331.8677324313317,6919.8766654601695,21401.391881907293,1,24,2,1,0.2056967185378923,4,20,37,10.91760106809081,0.849246866967681,1,84,0
23,57698.86555993152,18,17,763.2739286658907,37386.72022798471,12,12.370389384039317,0.289151656169789,2964.6902532266436,13641.07316072484,13410.358932731371,0,5,4,3,0.9771581528154951,2,26,95,1.9885522123248762,0.15806482521408594,0,30,0
57,43795.06249338359,13,7,790.4015675444606,1000.0,48,16.609006346650098,0.7815607906368567,2037.0471208677561,8865.388320662569,11660.1110707732,0,26,4,2,0.9962929065980602,4,29,65,4.6632895638270755,0.6193030780293836,1,34,0
41,48208.2658725582,12,28,716.5972214381871,6589.509354412436,36,7.005769048787597,0.15497342082883248,2179.035664701872,11534.478040501675,15772.583165955137,1,15,1,1,0.35420892522704583,2,85,46,8.802779527219453,0.3744539119229464,0,38,0
35,49180.87789185778,9,33,576.5238425731226,32031.0607778487,60,6.359266455486315,0.27417934284320594,1865.7091108985992,12727.456785823599,15574.599222865309,0,5,2,3,0.21203107584566383,4,56,75,2.2673573207068776,0.413165023152001,0,30,0
46,81960.65652305489,16,3,624.0382217870612,11157.216650458093,60,12.408082331835526,0.6363016632085287,1760.2564971547367,8517.394121978557,8521.050770822925,3,0,3,2,0.719827552550486,5,1,83,10.31400695483235,0.7179497947783842,0,56,0
26,68557.2416916338,17,14,627.3707722208628,29765.154606549473,36,10.2972972157599,0.5933797808059039,2944.1120180196817,13657.925880102299,22308.31008322753,0,8,4,3,0.3212007346960206,3,84,61,3.931178235082009,0.3204691131877653,0,10,0
57,67538.89712176162,17,16,633.8369773753385,1765.5742425812787,48,5.427513986409528,0.534800683107513,1805.2022126291884,27436.75795132236,20552.747824804817,5,4,5,1,0.029451217667843532,5,51,19,4.558098377126134,0.5072507031396938,0,74,0
60,71430.07345460856,17,28,659.0934234849633,19888.702589641223,36,13.08785522061011,0.7757118700619297,1486.8183256282541,14220.214068258489,14050.326776791975,0,6,3,1,0.5973949214888883,5,3,89,7.0420367621916755,0.7883221449746062,0,42,0
52,50186.81309286822,19,24,691.6034421631475,33059.17020338375,12,13.60374144722634,0.5812977395550699,2910.142150815715,11525.38110845262,103.05754819203867,4,2,1,3,0.6061185288158115,2,72,41,5.454105339531853,0.24150543273811342,1,45,0
45,57390.986125632924,10,5,665.8872198624586,22364.987867215004,60,17.663021079442164,0.2508084461151262,2206.861394614388,23651.868717223122,0.0,3,20,5,1,0.6504165940013913,4,93,34,3.376117707134302,0.10819479682237954,1,35,0
32,30192.55344297036,11,23,635.6198563688564,29457.334980237985,48,14.27195824530604,0.6496231558766619,2893.1181633315673,23259.181305752965,11480.32089746687,2,0,1,1,0.5327384149379545,5,30,70,3.0942967764110145,0.4613778739350305,2,35,0
50,55437.63003485168,16,6,721.0265729927133,26214.02414142368,36,13.723979004328404,0.5287971911292669,2342.1230729499166,1137.5338208409703,19868.365052621302,1,8,5,2,0.11293691001177386,3,9,39,3.088949940681947,0.9615437292606736,0,29,0
55,48066.437274489974,12,23,725.9174301273536,23233.02745160765,60,13.938790383512169,0.5110292105655524,1463.0139376282398,24806.524714023806,1136.7297343388163,3,7,4,1,0.42083052377927954,5,79,20,4.949866586109458,0.32653773855069845,0,93,0
29,62081.65153016405,12,13,679.2330155868384,28511.177661246857,60,6.377205931323177,0.2999104649948297,2812.749394991354,13925.421510779404,21940.74913199522,1,28,2,3,0.8155504410308126,5,2,33,3.313513607057731,0.95067285913518,0,21,0
55,53172.03939603777,19,3,691.100625317014,27156.542016258198,36,3.1338070222804526,0.48143589914920354,1670.9758382634666,42147.04770646349,23897.004645973782,2,3,4,1,0.09229684149943895,4,38,7,2.7575267203269624,0.21084653438709122,0,59,0
19,53403.20314903502,16,3,706.1020419840645,9361.416742282254,48,16.942362618770915,0.5326859646425144,2140.5567263609814,20937.27315231785,0.0,5,7,5,3,0.1037658748724436,4,60,83,6.475554668776037,0.995821949156416,0,8,0
49,63206.64968215471,9,23,670.7089365885622,19585.771936026485,24,4.10104568172056,0.40220415244111557,1722.387592190925,3187.555636926503,22341.005081574134,3,25,2,3,0.3834852366219692,1,92,96,9.593746828852833,0.6192959519868729,0,50,0
35,50247.302108170166,9,14,633.6263216409808,16571.992233967423,12,7.251084609764481,0.29744828117198185,3515.761878350834,33477.76697565754,12001.133103351762,3,10,3,1,0.8298165368376949,5,36,35,5.998340476576211,0.5703518580493514,2,3,0
32,32578.76755583824,9,5,815.9296041150594,44202.562022078986,48,10.176310199116067,0.39275948592922927,1775.9421618353817,24254.439156910652,23355.214099792407,0,13,1,1,0.8173708161190684,4,41,13,4.605304983573099,0.8213588577515569,1,79,0
31,88066.00901851775,9,18,571.7470503731723,27675.090859315944,48,3.7404059398097687,0.4639069153754969,3046.9188368079745,15813.050080329647,30960.763867339618,1,26,1,3,0.6272245858359409,2,56,88,5.003238802216369,0.7743589460779977,1,27,0
50,54749.35776065683,11,16,678.1576136044773,32576.55982386569,36,15.486526683924486,0.3926334167724028,2142.8882613913884,11165.82954220642,9331.817912885217,1,9,2,2,0.23086460232949158,1,84,81,3.1521391862831525,0.30687899881539826,0,36,0
45,55858.14475710039,10,11,710.1526108324814,22550.403912303176,60,12.749354890003609,0.7342210345690142,2825.0151192173084,15863.531624842952,4785.8617173060775,3,7,2,3,0.13613809148502376,3,67,22,3.996456064747721,0.7815666074871938,0,5,0
34,41238.60100391506,17,5,765.6998434365516,10172.452125424292,12,4.544632481459181,0.2840707789768106,2242.5974455032588,32516.298582560787,26486.892829418764,1,14,3,2,0.017944801085361894,5,96,96,8.78428281976382,0.9336901780510847,0,42,0
36,51922.39879708148,9,17,623.9825506137009,24875.03196071185,48,16.09828047298174,0.5477017536047749,1168.0123490961969,22409.0764378811,0.0,5,4,3,2,0.8696484322467772,3,24,8,9.694118579908402,0.6028925481120873,1,12,0
56,65292.85978746162,19,30,763.1196900264652,22693.664977210054,36,3.808461178717063,0.6916090701158936,1458.2602721911746,1989.8581500044547,14830.91491952438,4,10,1,1,0.0418900601922495,3,85,17,11.369023761034475,0.433577701340388,2,85,0
52,77530.19707878311,13,38,696.0348925362699,30025.079517047845,24,8.339090698934415,0.09614678140698868,1702.1852877449278,32214.382045350234,17221.623949162735,2,7,5,1,0.12208362641934156,3,86,57,5.610784492108147,0.06670302378165727,0,9,0
34,60237.9832227895,12,0,691.3807911235622,36416.905134122455,48,17.963407733484885,0.34363974192054186,2815.0526379080634,2014.731262764899,771.8762055407315,4,13,1,2,0.05227045180997514,3,51,95,2.2198647086205407,0.853667317906125,0,41,0
25,74688.9171961108,15,11,657.1378153016387,1580.8444687218216,48,9.623769764780679,0.6879879512699593,3322.6032005294037,1513.6688237070466,26839.812197687672,1,17,4,2,0.27797293386420385,5,70,20,10.077037866696424,0.6656951496186176,1,55,0
47,58156.77490140791,17,26,658.4181417675312,9674.482784885755,24,3.6683955688401717,0.652234225652209,3594.0873030612247,8317.794048392749,8477.557576611627,3,24,4,1,0.78543482077281,3,42,3,5.5597460320917005,0.7031146761270621,0,83,0
59,63513.372156634505,11,10,636.055601618281,29258.60544106427,48,13.46409878715036,0.4648940120706182,3825.9785369737924,1554.713891848056,42687.85739630236,2,16,3,1,0.8303490342792575,5,20,78,0.9114019304899198,0.21058939597850224,0,30,0
36,49150.876920844385,15,38,655.2222228546336,37862.82483753759,24,11.070833133568522,0.09250551469433646,3107.58040017264,27584.541875485163,29578.046480584475,2,15,3,1,0.9561141516957252,2,65,54,2.262234378995548,0.6206784611090655,0,49,0
18,33580.83868379942,11,39,656.4326080213156,33344.99127302681,24,15.562851026133156,0.19858311476864204,3622.1076873181696,25301.03375137313,6184.453817962694,4,8,1,2,0.29600074540369237,5,40,62,0.9301155422633959,0.7609080834397856,0,14,0
30,56402.112073881886,15,20,681.7964335331621,33543.82729491861,48,17.748254601363374,0.5088465785767493,2985.7504314173966,11694.121823627978,13543.223814543298,0,3,5,1,0.5103655493014626,1,41,43,2.2932787804091426,0.5419057856526013,2,67,0
58,48273.48857086639,8,23,660.7752465208232,49268.776621787256,24,3.947382509376104,0.8862292178210597,1999.966964379838,8197.186445758052,0.0,3,25,2,1,0.022620991342825802,2,75,34,6.926206235883838,0.9852526531913408,1,95,0
21,56755.8026687064,17,22,597.7002371898107,26047.452935918314,12,4.700681323820921,0.5665388746921596,3052.055842441246,19375.2856921717,20983.25851046512,5,27,3,2,0.7007582267684561,2,28,3,8.412307823970409,0.4781285540580099,0,49,0
